idVendedor,nomeVendedor,mes,ano,mediaVendas
100,Carmen Wagner,0,2020,49.13
100,Carmen Wagner,1,2020,42.94
100,Carmen Wagner,2,2020,42.83
100,Carmen Wagner,3,2020,47.55
100,Carmen Wagner,4,2020,53.71
100,Carmen Wagner,5,2020,46.59
100,Carmen Wagner,6,2020,52.95
100,Carmen Wagner,7,2020,42.55
100,Carmen Wagner,8,2020,45.07
100,Carmen Wagner,9,2020,60.75
100,Carmen Wagner,10,2020,52.06
100,Carmen Wagner,11,2020,42.28
100,Carmen Wagner,0,2021,56.00
100,Carmen Wagner,1,2021,51.10
100,Carmen Wagner,2,2021,47.33
100,Carmen Wagner,3,2021,56.47
100,Carmen Wagner,4,2021,56.38
100,Carmen Wagner,5,2021,48.57
100,Carmen Wagner,6,2021,54.64
100,Carmen Wagner,7,2021,47.23
100,Carmen Wagner,8,2021,51.28
100,Carmen Wagner,9,2021,44.73
100,Carmen Wagner,10,2021,72.20
104,Chan Sasaki,0,2020,43.19
104,Chan Sasaki,1,2020,52.55
104,Chan Sasaki,2,2020,44.82
104,Chan Sasaki,3,2020,54.26
104,Chan Sasaki,4,2020,50.54
104,Chan Sasaki,5,2020,41.39
104,Chan Sasaki,6,2020,43.73
104,Chan Sasaki,7,2020,49.42
104,Chan Sasaki,8,2020,57.87
104,Chan Sasaki,9,2020,48.23
104,Chan Sasaki,10,2020,54.30
104,Chan Sasaki,11,2020,55.37
104,Chan Sasaki,0,2021,50.50
104,Chan Sasaki,1,2021,47.07
104,Chan Sasaki,2,2021,49.18
104,Chan Sasaki,3,2021,49.20
104,Chan Sasaki,4,2021,57.90
104,Chan Sasaki,5,2021,53.24
104,Chan Sasaki,6,2021,60.29
104,Chan Sasaki,7,2021,57.06
104,Chan Sasaki,8,2021,44.33
104,Chan Sasaki,9,2021,50.41
104,Chan Sasaki,10,2021,61.29
120,Chen John,0,2020,43.70
120,Chen John,1,2020,49.48
120,Chen John,2,2020,43.74
120,Chen John,3,2020,50.76
120,Chen John,4,2020,54.00
120,Chen John,5,2020,44.50
120,Chen John,6,2020,44.44
120,Chen John,7,2020,58.71
120,Chen John,8,2020,55.54
120,Chen John,9,2020,54.04
120,Chen John,10,2020,50.19
120,Chen John,11,2020,50.00
120,Chen John,0,2021,40.69
120,Chen John,1,2021,39.04
120,Chen John,2,2021,58.21
120,Chen John,3,2021,46.96
120,Chen John,4,2021,46.73
120,Chen John,5,2021,45.96
120,Chen John,6,2021,49.92
120,Chen John,7,2021,44.85
120,Chen John,8,2021,52.64
120,Chen John,9,2021,43.12
120,Chen John,10,2021,57.33
31,Christa Yuan,0,2020,49.59
31,Christa Yuan,1,2020,56.53
31,Christa Yuan,2,2020,54.04
31,Christa Yuan,3,2020,53.13
31,Christa Yuan,4,2020,47.18
31,Christa Yuan,5,2020,54.40
31,Christa Yuan,6,2020,50.53
31,Christa Yuan,7,2020,47.76
31,Christa Yuan,8,2020,52.12
31,Christa Yuan,9,2020,50.47
31,Christa Yuan,10,2020,55.94
31,Christa Yuan,11,2020,44.00
31,Christa Yuan,0,2021,44.45
31,Christa Yuan,1,2021,48.24
31,Christa Yuan,2,2021,39.10
31,Christa Yuan,3,2021,50.26
31,Christa Yuan,4,2021,51.31
31,Christa Yuan,5,2021,53.00
31,Christa Yuan,6,2021,47.52
31,Christa Yuan,7,2021,43.56
31,Christa Yuan,8,2021,51.96
31,Christa Yuan,9,2021,63.30
31,Christa Yuan,10,2021,68.50
96,Dariusz Vazquez,0,2020,51.24
96,Dariusz Vazquez,1,2020,48.29
96,Dariusz Vazquez,2,2020,46.69
96,Dariusz Vazquez,3,2020,50.75
96,Dariusz Vazquez,4,2020,41.17
96,Dariusz Vazquez,5,2020,40.56
96,Dariusz Vazquez,6,2020,58.63
96,Dariusz Vazquez,7,2020,55.63
96,Dariusz Vazquez,8,2020,53.61
96,Dariusz Vazquez,9,2020,62.35
96,Dariusz Vazquez,10,2020,41.17
96,Dariusz Vazquez,11,2020,42.33
96,Dariusz Vazquez,0,2021,40.20
96,Dariusz Vazquez,1,2021,49.68
96,Dariusz Vazquez,2,2021,50.17
96,Dariusz Vazquez,3,2021,54.68
96,Dariusz Vazquez,4,2021,43.48
96,Dariusz Vazquez,5,2021,55.83
96,Dariusz Vazquez,6,2021,52.87
96,Dariusz Vazquez,7,2021,49.73
96,Dariusz Vazquez,8,2021,46.64
96,Dariusz Vazquez,9,2021,45.85
96,Dariusz Vazquez,10,2021,54.50
140,David Venter,0,2020,55.81
140,David Venter,1,2020,46.36
140,David Venter,2,2020,52.83
140,David Venter,3,2020,50.46
140,David Venter,4,2020,57.68
140,David Venter,5,2020,52.71
140,David Venter,6,2020,52.44
140,David Venter,7,2020,59.75
140,David Venter,8,2020,52.60
140,David Venter,9,2020,45.95
140,David Venter,10,2020,48.81
140,David Venter,11,2020,49.21
140,David Venter,0,2021,58.43
140,David Venter,1,2021,46.90
140,David Venter,2,2021,57.47
140,David Venter,3,2021,51.73
140,David Venter,4,2021,47.85
140,David Venter,5,2021,50.21
140,David Venter,6,2021,55.52
140,David Venter,7,2021,48.59
140,David Venter,8,2021,51.18
140,David Venter,9,2021,44.73
140,David Venter,10,2021,51.50
93,Dieter Paswan,0,2020,53.88
93,Dieter Paswan,1,2020,49.96
93,Dieter Paswan,2,2020,58.69
93,Dieter Paswan,3,2020,51.90
93,Dieter Paswan,4,2020,53.64
93,Dieter Paswan,5,2020,51.41
93,Dieter Paswan,6,2020,41.04
93,Dieter Paswan,7,2020,47.84
93,Dieter Paswan,8,2020,51.60
93,Dieter Paswan,9,2020,58.66
93,Dieter Paswan,10,2020,53.33
93,Dieter Paswan,11,2020,51.82
93,Dieter Paswan,0,2021,48.20
93,Dieter Paswan,1,2021,48.65
93,Dieter Paswan,2,2021,47.00
93,Dieter Paswan,3,2021,54.86
93,Dieter Paswan,4,2021,54.45
93,Dieter Paswan,5,2021,67.00
93,Dieter Paswan,6,2021,54.71
93,Dieter Paswan,7,2021,48.70
93,Dieter Paswan,8,2021,45.67
93,Dieter Paswan,9,2021,52.97
93,Dieter Paswan,10,2021,63.50
121,Edda Davies,0,2020,62.33
121,Edda Davies,1,2020,44.19
121,Edda Davies,2,2020,47.10
121,Edda Davies,3,2020,50.14
121,Edda Davies,4,2020,47.54
121,Edda Davies,5,2020,46.59
121,Edda Davies,6,2020,52.42
121,Edda Davies,7,2020,60.03
121,Edda Davies,8,2020,48.59
121,Edda Davies,9,2020,54.63
121,Edda Davies,10,2020,59.00
121,Edda Davies,11,2020,46.90
121,Edda Davies,0,2021,51.34
121,Edda Davies,1,2021,50.70
121,Edda Davies,2,2021,52.50
121,Edda Davies,3,2021,55.97
121,Edda Davies,4,2021,53.16
121,Edda Davies,5,2021,48.19
121,Edda Davies,6,2021,49.12
121,Edda Davies,7,2021,48.54
121,Edda Davies,8,2021,53.00
121,Edda Davies,9,2021,51.73
121,Edda Davies,10,2021,51.71
34,Elke Lal,0,2020,47.17
34,Elke Lal,1,2020,41.68
34,Elke Lal,2,2020,50.00
34,Elke Lal,3,2020,56.84
34,Elke Lal,4,2020,44.71
34,Elke Lal,5,2020,45.00
34,Elke Lal,6,2020,47.87
34,Elke Lal,7,2020,43.03
34,Elke Lal,8,2020,51.26
34,Elke Lal,9,2020,50.32
34,Elke Lal,10,2020,47.93
34,Elke Lal,11,2020,50.59
34,Elke Lal,0,2021,50.81
34,Elke Lal,1,2021,52.71
34,Elke Lal,2,2021,43.33
34,Elke Lal,3,2021,46.20
34,Elke Lal,4,2021,47.68
34,Elke Lal,5,2021,49.63
34,Elke Lal,6,2021,50.02
34,Elke Lal,7,2021,59.67
34,Elke Lal,8,2021,61.44
34,Elke Lal,9,2021,43.63
34,Elke Lal,10,2021,51.71
61,Ester Ngobeni,0,2020,43.27
61,Ester Ngobeni,1,2020,45.87
61,Ester Ngobeni,2,2020,42.70
61,Ester Ngobeni,3,2020,46.18
61,Ester Ngobeni,4,2020,61.14
61,Ester Ngobeni,5,2020,48.28
61,Ester Ngobeni,6,2020,57.27
61,Ester Ngobeni,7,2020,47.69
61,Ester Ngobeni,8,2020,59.71
61,Ester Ngobeni,9,2020,54.11
61,Ester Ngobeni,10,2020,42.45
61,Ester Ngobeni,11,2020,56.28
61,Ester Ngobeni,0,2021,51.90
61,Ester Ngobeni,1,2021,56.96
61,Ester Ngobeni,2,2021,55.72
61,Ester Ngobeni,3,2021,55.34
61,Ester Ngobeni,4,2021,41.65
61,Ester Ngobeni,5,2021,47.83
61,Ester Ngobeni,6,2021,53.48
61,Ester Ngobeni,7,2021,51.83
61,Ester Ngobeni,8,2021,44.10
61,Ester Ngobeni,9,2021,51.79
61,Ester Ngobeni,10,2021,53.30
1,Esther Chided,0,2020,60.00
1,Esther Chided,1,2020,35.82
1,Esther Chided,2,2020,54.80
1,Esther Chided,3,2020,52.36
1,Esther Chided,4,2020,44.00
1,Esther Chided,5,2020,45.85
1,Esther Chided,6,2020,51.89
1,Esther Chided,7,2020,56.62
1,Esther Chided,8,2020,63.50
1,Esther Chided,9,2020,52.18
1,Esther Chided,10,2020,63.60
1,Esther Chided,11,2020,49.40
1,Esther Chided,0,2021,59.65
1,Esther Chided,1,2021,37.45
1,Esther Chided,2,2021,49.71
1,Esther Chided,3,2021,59.50
1,Esther Chided,4,2021,36.33
1,Esther Chided,5,2021,43.39
1,Esther Chided,6,2021,48.05
1,Esther Chided,7,2021,54.27
1,Esther Chided,8,2021,56.28
1,Esther Chided,9,2021,58.89
1,Esther Chided,10,2021,27.00
114,Esther Hassan,0,2020,61.09
114,Esther Hassan,1,2020,57.43
114,Esther Hassan,2,2020,45.92
114,Esther Hassan,3,2020,50.44
114,Esther Hassan,4,2020,55.31
114,Esther Hassan,5,2020,49.00
114,Esther Hassan,6,2020,50.58
114,Esther Hassan,7,2020,44.10
114,Esther Hassan,8,2020,43.09
114,Esther Hassan,9,2020,47.76
114,Esther Hassan,10,2020,61.00
114,Esther Hassan,11,2020,50.69
114,Esther Hassan,0,2021,43.20
114,Esther Hassan,1,2021,47.87
114,Esther Hassan,2,2021,51.19
114,Esther Hassan,3,2021,56.62
114,Esther Hassan,4,2021,47.69
114,Esther Hassan,5,2021,44.09
114,Esther Hassan,6,2021,44.52
114,Esther Hassan,7,2021,53.78
114,Esther Hassan,8,2021,39.29
114,Esther Hassan,9,2021,45.85
114,Esther Hassan,10,2021,40.17
149,Eunice Powell,0,2020,51.75
149,Eunice Powell,1,2020,49.64
149,Eunice Powell,2,2020,42.96
149,Eunice Powell,3,2020,57.08
149,Eunice Powell,4,2020,62.09
149,Eunice Powell,5,2020,52.14
149,Eunice Powell,6,2020,50.03
149,Eunice Powell,7,2020,57.85
149,Eunice Powell,8,2020,42.87
149,Eunice Powell,9,2020,44.65
149,Eunice Powell,10,2020,52.46
149,Eunice Powell,11,2020,50.33
149,Eunice Powell,0,2021,57.67
149,Eunice Powell,1,2021,56.36
149,Eunice Powell,2,2021,43.83
149,Eunice Powell,3,2021,50.88
149,Eunice Powell,4,2021,51.46
149,Eunice Powell,5,2021,54.71
149,Eunice Powell,6,2021,49.31
149,Eunice Powell,7,2021,49.24
149,Eunice Powell,8,2021,49.65
149,Eunice Powell,9,2021,41.03
149,Eunice Powell,10,2021,20.50
56,Fran Mthembu,0,2020,62.62
56,Fran Mthembu,1,2020,46.83
56,Fran Mthembu,2,2020,45.40
56,Fran Mthembu,3,2020,48.16
56,Fran Mthembu,4,2020,58.54
56,Fran Mthembu,5,2020,42.80
56,Fran Mthembu,6,2020,51.26
56,Fran Mthembu,7,2020,52.31
56,Fran Mthembu,8,2020,57.48
56,Fran Mthembu,9,2020,49.50
56,Fran Mthembu,10,2020,56.58
56,Fran Mthembu,11,2020,54.72
56,Fran Mthembu,0,2021,66.11
56,Fran Mthembu,1,2021,48.76
56,Fran Mthembu,2,2021,50.39
56,Fran Mthembu,3,2021,50.16
56,Fran Mthembu,4,2021,40.32
56,Fran Mthembu,5,2021,50.97
56,Fran Mthembu,6,2021,57.13
56,Fran Mthembu,7,2021,52.43
56,Fran Mthembu,8,2021,51.73
56,Fran Mthembu,9,2021,50.17
56,Fran Mthembu,10,2021,20.75
9,Francisca Wen,0,2020,48.72
9,Francisca Wen,1,2020,49.94
9,Francisca Wen,2,2020,58.78
9,Francisca Wen,3,2020,51.82
9,Francisca Wen,4,2020,48.41
9,Francisca Wen,5,2020,48.37
9,Francisca Wen,6,2020,46.59
9,Francisca Wen,7,2020,56.76
9,Francisca Wen,8,2020,48.62
9,Francisca Wen,9,2020,47.68
9,Francisca Wen,10,2020,51.49
9,Francisca Wen,11,2020,48.32
9,Francisca Wen,0,2021,50.68
9,Francisca Wen,1,2021,53.00
9,Francisca Wen,2,2021,59.17
9,Francisca Wen,3,2021,56.03
