idCliente,Nome,NumPedidos
768,Atli Mendoza,5421
286,Anna Lis,5420
400,Rita Gao,5419
248,Denis Sangthong,5417
56,Eunice Yu,5413
764,Pawel Martin,5412
662,Mikhail Pietrzak,5401
327,Tadashi Flores,5401
846,Wanphen Fiala,5400
129,Xiang Isaac,5399
90,Keiko Jin,5398
160,Miyoko Juma,5397
72,Pilar Fujita,5394
351,Narong Pawlak,5392
36,Somsak Maier,5391
854,Birgit Murakami,5389
689,Mary Wei,5388
656,Manuel Ding,5386
687,Blessing Fujii,5385
651,Daniel Sukkasem,5384
894,Anil Suarez,5382
857,Magda Bibi,5380
236,Svetlana Sekh,5377
230,Tatyana Grabowski,5375
113,Hiromi Davies,5375
404,Mohammad Baker,5370
786,Vijay Rani,5367
275,Hauwa Lewis,5362
434,Yan Goto,5359
528,Urmila Mazur,5358
591,Nokuthula Moore,5358
78,Rakesh Bunmi,5355
142,Mercy Saetang,5352
141,Jonathan Rungrueang,5350
940,Erla Mthethwa,5345
312,Jane Matsumoto,5344
987,Yael Ceng,5344
851,Xiang Parry,5343
122,Grace Patel,5340
840,Yong Fernandez,5340
610,Thulani He,5337
468,Lyudmila Thongkham,5336
147,Inga Morgan,5335
125,Mohammad Mazibuko,5335
904,Samran Ogawa,5331
163,Somnuek Blom,5330
954,Yong Cai,5327
486,Mukesh Baran,5325
191,Marta Ivanova,5323
721,Herbert Sah,5322
64,Prasit Omondi,5320
224,Jesus Tal,5320
991,Manju Schouten,5319
304,Sveinn Yang,5317
907,Akira Garza,5314
873,Gunnar Rowlands,5313
520,Jose-Antonio Govender,5310
161,Yuval Medina,5310
273,Artur Song,5309
382,Yuval Hopkins,5309
414,Zainab Verhoeven,5307
347,Xiaoping Umaru,5303
42,Suman Baba,5301
428,Busisiwe Richter,5299
392,Linda Van-Dijk,5297
780,Alexey Ahmad,5296
870,Diego Nakajima,5293
523,Carmen Marciniak,5292
185,Peter Lis,5292
440,Manju Morgan,5292
948,Jianping Nyambura,5291
880,Michal Ngobeni,5291
55,Nadezhda Wambua,5289
983,Aleksander Kobayashi,5288
920,Fernando Musa,5287
891,Kun Iglesias,5286
699,Rekha Gil,5286
70,Fatima Mkhize,5285
655,Watsana Marek,5284
968,Karen Nayak,5283
79,Yahaya Mahlangu,5283
949,Isah Castro,5280
371,Paula Diaz,5278
495,Nittaya Khoza,5275
861,Juan Martinez,5275
467,Carlos Garza,5273
536,Adiy Janssen,5272
515,Joyce Svoboda,5272
705,Sunthon Rani,5270
143,Zhen Vazquez,5270
931,Amphon Okoth,5269
644,Joyce Czarnecki,5269
377,Brigitte Khatib,5266
487,Karen Bowen,5265
342,Xiang Yao,5264
989,Sushila Su,5258
868,Ana Lavyan,5255
832,Tatyana Nguyen,5254
365,Ling Powell,5252
720,Juan Smirnova,5252
795,Maciej Rivera,5251
278,Steve Van-Beek,5251
971,Diego Oakley,5251
211,Irina Dube,5251
426,Birgir Njoroge,5251
439,Yasuko Atieno,5248
658,Andrea Smoakley,5244
218,Shigeru Shi,5242
259,Toshiko Hall,5242
314,Yu Werner,5238
606,Hui Janssen,5237
621,Mohammed Maciejewski,5237
407,Chao Shaikh,5234
939,Fatima Starr,5234
54,Shankar Pavlov,5231
158,Hisako Muhammad,5230
560,Krzysztof Baloyi,5228
594,Koshi Hussein,5228
848,Sombun Pugh,5226
791,Michal Haruna,5226
420,Tebogo Van-den-Berg,5226
742,Yoko Zakharova,5220
25,Yakubu Suissa,5220
442,Bunmi Yin,5216
336,Ilya Garcia,5214
813,Miriam Saelim,5211
607,Michal Schwartz,5210
675,Ming Tomaszewski,5208
465,Umar Hussein,5207
676,Kasia Abubakar,5204
844,Fatima Mutuku,5204
924,Erla Sokolova,5204
167,Amnuai Fuchs,5203
373,Lijun Greenberg,5202
934,Lilian Koech,5201
192,Miguel Peters,5199
733,Cristina Lehmann,5199
785,Aliyu Juma,5199
451,Li Thongsuk,5196
548,Ling Shapiro,5193
471,Bunmi Rubio,5192
842,Lalita Collins,5190
77,Lalita Hasna,5188
552,Hiroshi Bakker,5188
491,Mohamed Rungrueang,5185
437,Heike Van-Beek,5184
21,Raj Smirnova,5183
89,Brigitte Ngobeni,5181
431,Chayah Salazar,5180
389,Atli Baran,5179
926,Manfred Jankowski,5178
170,Darya Maluleke,5178
717,Karen Allen,5177
605,Michael Dumont,5175
911,Andrea Ohana,5171
139,Denis Abubakar,5170
179,Hans-Ulrich Cohen,5170
112,Kseniya Vega,5168
408,Haiyan Robinson,5168
665,Sri Omar,5168
766,Qing Rogers,5165
597,Alejandro Mitchell,5165
777,Suman Ellis,5163
205,Christopher Oakley,5162
616,Rosa Kowalski,5161
257,Yusuf Zalewski,5158
360,Joan Okada,5156
727,Emmanuel Williams,5155
723,Sibongile Baloyi,5153
897,Isa Griffiths,5152
783,Miriam Nakano,5151
549,Nancy Greenberg,5148
574,Akira Adhiambo,5147
82,Gisela Morgan,5145
180,Anah Guerrero,5144
263,Brigitte Saha,5144
874,Keiko Van-Dam,5141
688,Xin Sokolova,5139
10,Alina Chided,5136
581,Amnuai Begum,5136
863,Sri Howells,5135
790,Maciej Walter,5135
660,Sam Shi,5131
482,Rosa Martinez,5129
497,Ian Wilson,5125
126,Patricia Aliev,5125
356,Pilar Kristinsson,5124
568,Katsumi Morgan,5123
967,Grzegorz Mohammed,5119
798,Maria Feng,5114
117,Andrea Walter,5113
722,Ling Nel,5112
865,Maria-Pilar Pfeiffer,5110
190,Sunday Perez,5108
716,Karl Price,5106
690,Sharon Behera,5106
71,Frank Avraham,5105
631,Grace Wanjala,5100
711,Meiyr Guerrero,5099
313,Somchai Baloyi,5099
499,Kabiru Kaur,5097
239,Sachiko Mor,5097
707,Jason Verhoeven,5096
222,Tomiko Ntuli,5095
326,Hisako Lozano,5094
635,Somphon Ota,5089
460,Johanna Grabowski,5089
955,Raj Li,5082
385,Ping Gao,5079
378,Takeshi Pugh,5078
265,Katarzyna James,5077
898,Jesus Fernandez,5077
876,Anong Ikeda,5075
841,Tomiko Gao,5075
562,Sarah Nakamura,5074
29,Suman Van-Dam,5073
328,Steve Nikolaeva,5068
826,Unnur Suissa,5068
384,Watsana Parry,5066
383,Amnuai Saeli,5065
130,Xiaoyan Kondo,5063
509,Vijay Haruna,5063
937,Rosa Prins,5063
886,Abubakar Bevan,5062
17,Radha Mutuku,5061
959,Salisu Jakubowski,5060
221,Shoji John,5059
758,Yelena Das,5055
31,Vinod Herbulot,5054
478,Isabel Llewellyn,5054
972,Krishna Ojo,5052
706,Marek Nikitina,5048
81,Somphon Emmanuel,5047
254,Somkhit Kowalski,5045
65,Shizuko Han,5044
869,Fatima Hassan,5043
532,Urmila Cui,5042
207,Galina Dlamini,5041
592,Chao Zwane,5040
529,Somkiat Hall,5039
541,Nadezhda Zulu,5037
882,Yasuo Yamaguchi,5032
821,Irina Baker,5031
738,Fatima Yamazaki,5029
601,Eliyahu Mendoza,5027
822,Pedro Wekesa,5026
364,Gang Ngcobo,5026
305,Uwe Kongkaeo,5026
296,Pawel Molefe,5025
159,Evgeniy Grabowski,5024
944,Miykhal Saetang,5024
60,Amiyt Sichantha,5023
852,Masao Price,5023
23,Shay Devi,5023
269,Gareth Chmielewski,5022
612,Werner Svoboda,5022
258,Miriam Ortiz,5021
245,Sombat Mohammed,5015
772,Tatyana Kaiser,5015
858,Caroline Jones,5014
253,Iwona Elbaz,5014
171,Cristina Haraldsson,5009
155,Kenneth Hartmann,5009
228,Meiyr Brown,5009
862,Yuval Nowicki,5007
209,Lin Yahaya,5002
985,Suresh Nkosi,5002
643,Jianping Herbulot,5000
359,Somkiat Sani,4999
673,Rita Cherinsuk,4998
215,Wei Kristinsson,4990
510,Sushila Chukwu,4988
295,Zanele Das,4987
709,Xiaoping Kimani,4986
577,Elisabeth Levy,4984
154,Igor Stepanov,4981
281,Aliyu Jankowski,4981
388,Mahmood Bala,4980
899,Latda Herbulot,4979
213,Wei Keller,4978
432,Bunmi Tian,4974
830,Bjarni Peter,4973
195,Ling Svoboda,4971
834,Wei Martin,4966
11,Shizuko Mhamid,4966
506,Santosh Gomez,4963
91,Kjartan Wu,4961
827,Marina Walter,4958
514,Thomas Dauda,4956
671,Meiyr Sawicki,4954
784,Sawat Svoboda,4952
936,Dariusz White,4952
538,Hanna Ono,4951
909,Ming Nowakowski,4951
697,Aleksandra Zhang,4950
380,Lukasz Smoakley,4950
274,Yun Kubiak,4947
694,Johanna Davies,4947
474,Ana Aliyu,4946
333,Fran Dominguez,4944
641,Carol Flores,4940
986,Yu Haraldsson,4939
429,Miykhael Ono,4937
164,Abubakar Oakley,4937
624,Ning Endo,4937
445,Ali Jabarin,4936
2,Wojciech Maas,4935
343,Miriam Meng,4934
240,Mpho Griffiths,4933
638,Yhudah Majewski,4933
322,Yoko Mohammed,4929
775,Shay Hu,4929
755,Masako Mondal,4927
855,Kun Mulder,4925
235,Koichi Zwane,4919
556,Moses Lavyan,4919
640,Javier Aminu,4919
370,Hiroko Shapiro,4917
63,Gabra Jankowski,4917
73,Katsumi Ndlovu,4913
345,Samuel Kowalczyk,4912
561,John Jimenez,4911
151,Sibongile Einarsson,4907
283,Reiko Vasilev,4906
860,Mohammed Pavlov,4906
398,Masao Wairimu,4905
292,Shanti Mazurek,4904
256,Bernd Wood,4896
917,Xolani Mahto,4895
15,Sunthon Hill,4890
353,Kevin Gonzales,4890
836,Bernd Prieto,4890
37,Yhudah Begum,4889
992,Hui Harrison,4889
892,Dennis Walczak,4887
114,Moses Michalski,4885
83,Koji Nikitina,4885
337,Philip Santos,4882
935,Dmitriy Castillo,4880
728,Pieter Njeri,4878
447,Amnuai Juma,4877
805,Gisela Chmielewski,4877
475,John Hussein,4875
732,Kelvin Richards,4873
969,Chen Chand,4872
189,Nushi Garza,4872
149,Anan King,4871
349,Johannes Yamamoto,4871
653,Wichai Ngubane,4867
815,Gunnar Chand,4867
645,Fernando Suzuki,4866
980,Usha Kikuchi,4865
288,Ryoko Mahato,4865
831,Jonathan Rodriguez,4863
244,Carol Saetan,4862
116,Lei Maciejewski,4858
86,Laura Amadi,4858
119,Yun Yadav,4857
906,Omer Vargas,4857
573,Nadezhda Das,4856
849,Ying Vermeulen,4854
461,Anita Ding,4852
184,Javier Lu,4849
490,Barbara Van-der-Heijden,4848
133,Xin Zawadzki,4848
231,Sebastian Ye,4846
199,Suman Wieczorek,4844
943,Helmut Yuan,4843
341,Janet Ren,4842
264,Nonhlanhla Ceng,4842
144,Lyubov Ngubane,4840
945,Karen Suad,4838
977,Aleksandra Bunmi,4838
484,Alina Chanthara,4837
446,Maria Fang,4836
598,Berglind Kaczmarek,4832
350,Magda Hill,4832
719,Hui Jansen,4830
454,Irina Aliev,4830
788,Emmanuel Sah,4830
522,Ram Krause,4829
423,Tebogo Mahagna,4827
152,Anong Mthembu,4827
459,Kiyoko Scott,4825
745,Thawi Deng,4821
998,Zbigniew Liao,4819
812,Thawi Gumede,4818
504,Olga Jiang,4818
677,Tomiko Kjartansson,4817
4,Gang Thakur,4817
586,Fatima Bennett,4816
301,Sibongile Parry,4814
604,Krishna Juma,4814
492,Kristinn Chauke,4812
66,Koichi Popov,4812
516,Elizabeth Okoth,4810
620,Artyom Khatib,4806
810,Chao Kucharski,4801
30,Chen Ortega,4801
915,Kun Chided,4800
838,Hiroko Goto,4799
208,Ying Michalak,4798
146,Wolfgang Peng,4798
108,Johanna Okon,4797
110,Ashok Hu,4796
580,Luis Smirnova,4795
406,Francisco-Javier Sekh,4794
250,Sombat Mikhaylova,4794
962,Jean Sanz,4793
138,Min Serrano,4792
696,Suman Thakur,4790
101,Ewa Arai,4790
249,Alex Mayer,4790
895,Dorota Eliyahu,4789
105,Yasuko Hernandez,4787
599,Ning Watkins,4786
76,Cheng Parker,4782
611,Fran Sakamoto,4781
752,Ping Clark,4780
947,Anah Wambui,4780
203,Rut Braun,4778
226,Peng Herrmann,4777
964,Mohammed Simiyu,4777
853,Bongani Fang,4774
502,Yoshie Omondi,4772
684,Eva Ibrahim,4770
132,Sammy Sombun,4768
267,Lihua Achieng,4767
498,Yaakv Phillips,4767
387,Yuval Yan,4767
757,Faith Sukkasem,4765
835,Grace Kjartansson,4765
137,Somkiat Ivanov,4765
712,Ana-Maria Ceng,4764
386,Miykhal Lal,4764
61,Yusuf Mkhize,4764
290,Janusz Clark,4763
779,Asha Jimenez,4761
682,Lyubov Rotich,4761
74,Mahmood Pugh,4754
981,Caroline Adan,4752
496,Petra Hughes,4752
181,Shoshanah Hendriks,4752
109,Ko Ngwenya,4750
433,Jianguo Suissa,4750
679,Akira Sulaiman,4748
344,Tebogo Santiago,4745
526,Francisco-Javier Mahlangu,4744
938,Chanah Patel,4743
12,Miykhael Yadav,4737
252,Nancy Willems,4736
93,Irina Wairimu,4730
715,Noriko Van-den-Berg,4728
480,Irina Cohen,4725
872,Masami Patil,4717
760,Amiyt Mikhaylova,4716
654,Viktor Wekesa,4715
807,Kai Salazar,4715
585,Kjartan Cruz,4715
458,Jonathan Kimani,4714
173,Thulani Begam,4713
219,Winai Patel,4712
613,Roy Aliyu,4711
324,Alan Garcia,4711
888,Franz Flores,4710
233,Aleksander Macharia,4707
588,Sommai Navarro,4705
887,Muhammad Nkosi,4703
908,Koshi Yamaguchi,4700
352,Kamil Volkov,4698
501,Amiyr Segel,4695
271,Hendrik Meier,4694
559,Erna Photsi,4693
381,Santosh Hahn,4693
950,Eliyahu Lis,4690
974,Chan Shimizu,4690
243,Carmen Wood,4690
893,Kiran Sanz,4688
993,Eunice Schmitz,4684
198,Atli Zhao,4683
45,Jennifer Rani,4681
196,Viktor Govender,4680
867,Jianjun Ragnarsson,4676
438,Sipho Kongkaeo,4676
941,Jacobus Guerrero,4676
535,Miriam Mazibuko,4675
410,Xiaoli Harle,4675
657,Sibusiso Morozov,4672
417,Eva Yao,4671
186,Yasuo Okoro,4670
623,Ramesh Bauer,4669
412,Xiaoping Pillay,4669
724,Karin Biswas,4669
921,Teruko Jia,4667
565,Yoshimi Vermeulen,4665
227,Heinz Reyes,4665
348,Sombat Schwartz,4665
276,Rut Marek,4664
801,Pilar Williams,4664
596,Werner Audu,4662
121,Hideo Khan,4661
511,Lyubov Santiago,4660
41,Gita Majewski,4658
731,Kai Zwane,4658
136,Emma Lavyan,4658
118,Sergey Wilk,4657
401,Nittaya Lewis,4652
691,Koshi Mahagna,4647
988,Michiko Schmitt,4643
153,Shizuko Bauer,4640
27,Lyubov Isah,4637
534,Miriam Borkowski,4635
363,Sunil Ngobeni,4634
729,Aleksandr Bauer,4632
584,Josefa Mabaso,4632
354,Latda Yamada,4630
28,Hauwa Harris,4624
140,Joanna Weber,4623
763,Sita Kariuki,4623
646,Yael Smirnova,4618
183,Christian Goldstein,4613
217,Eva Prins,4608
346,Haiyan Mutua,4607
485,Sharon Ojo,4601
448,Hiromi Adamu,4599
16,Lyubov Smoakley,4596
44,Janusz Mahlangu,4592
661,Patricia Okon,4590
533,Avraham Smirnova,4589
740,Paula Kubiak,4589
493,Xiaoyan Mitchell,4588
418,Tomiko Zajac,4587
466,Hans Zajac,4580
98,Latda Feng,4579
551,Rebecca Mhamid,4579
871,Gary Zhou,4579
255,Maria-Pilar Mhlongo,4575
713,Xiang Dekker,4573
315,Pablo Mandal,4562
298,Eva Shemesh,4560
961,Martha Koch,4560
169,Patrick Ngcobo,4560
8,Yuriy Aminu,4559
750,Valentina Muthoni,4559
866,Nikita Powell,4557
883,Peng Radebe,4556
103,Katsumi Isaac,4555
100,Hong Hasna,4554
419,Jane Fukuda,4553
413,Lyubov Rumbelow,4551
197,Ramesh Chaichana,4551
260,Sammy Tang,4549
803,Thawi Ward,4547
176,Ling Huang,4546
464,Krzysztof Luo,4545
291,Noam Chanthara,4544
756,Isa Lopez,4543
808,Suman Zhou,4543
769,Susan Ding,4542
747,Sita Rathod,4535
470,Valentina Richardson,4533
564,Oleg Adamu,4532
995,Watsana Okafor,4528
576,Mieko Bunma,4528
95,Raj Van-der-Heijden,4528
725,Latda Omer,4520
960,Rachel Wilson,4520
802,Mikhail Magomedov,4519
69,Qing Vega,4518
543,Masami Zaytseva,4512
220,Graham Ojo,4511
630,Yuval Sadowski,4510
331,Eva Sombun,4507
463,Raju Cook,4506
859,Xiaoyan Adan,4501
632,Mahmood Hoffmann,4498
650,Ilya Phillips,4488
773,Ying Lu,4487
816,Amnuai Du-Plessis,4486
566,Renate Aliev,4486
602,Prasit Parker,4483
210,Joan Inoue,4481
393,Mariusz Owino,4480
68,Lilian Ivanov,4478
629,Einar Sithole,4473
896,Steven Turner,4472
990,Rekha Kimani,4471
405,Ryoko Jadhav,4471
913,Xiaoli Wambua,4467
300,Andrey John,4467
368,Prasit Roy,4466
309,Xolani Zhou,4466
128,Julie Visser,4465
997,Karolina Gil,4465
885,Janet Kuznetsov,4463
24,Matthew Ward,4459
517,Ruth Dudek,4457
521,Sunthon Kuznetsov,4454
994,Yelena Omar,4453
135,Francis Michalak,4452
820,Faith Amadi,4449
933,Heike Fang,4448
774,Susan Kumar,4448
329,Adamu Einarsson,4447
965,Yoshiko Malkah,4446
424,Elke Gu,4441
622,Zandile Omer,4437
9,Mei Maluleke,4434
323,Mpho Castro,4434
878,Isaac Wambui,4433
833,Johannes Peters,4432
765,Xiaoli Hauksson,4431
19,Prasit Ngubane,4418
317,Karolina Sawicki,4417
369,Katsumi Igwe,4414
927,Rong Sato,4413
799,Li Sato,4411
120,Nancy De-Groot,4411
877,Christopher Chand,4404
637,Pushpa Lange,4403
13,Chanah Ruiz,4399
963,Ramesh Audu,4398
148,Dariusz Avraham,4395
332,Valentina Masarweh,4393
415,Jose-Manuel Okoro,4393
177,Joyce Shimizu,4386
85,Haruna Haraldsson,4383
903,Gisela Hopkins,4378
472,Laura Fan,4376
444,Dmitriy Moreno,4376
946,Yong Clark,4372
672,Koichi Haraldsson,4363
819,Zainab Ahmed,4359
569,Kai Lewandowski,4357
736,Yusuf Pan,4354
339,Dinesh Pietrzak,4352
589,Thawi Mhlongo,4351
544,Maryam Wafula,4350
20,Rita Yamaguchi,4349
320,Ning Singh,4349
206,Reiko Piotrowski,4348
134,Gabra Ren,4344
427,Margaret Price,4342
714,Jakub Wairimu,4337
362,Wanphen Saeli,4329
570,Stefan Du-Plessis,4329
358,Somchit Rubio,4324
782,Santosh Fujita,4317
421,Darya Lewis,4312
225,Mieko Rungrueang,4310
297,Heike Adamu,4302
38,Miguel-Angel Van-der-Linden,4301
481,Sam Roberts,4300
797,Ian Huang,4298
749,Eugenia Dijkstra,4297
572,Sushila Jackson,4294
905,Sergio Gil,4293
294,Joanna White,4292
51,Narong Mathebula,4290
194,Salisu Du-Plessis,4290
619,Sammy Li,4287
201,Ning Sakamoto,4284
391,Anastasiya Sawicki,4275
793,Kiyoko Mendoza,4274
473,Hisako Patil,4267
361,Andrew Macharia,4266
976,Tal Rungrueang,4266
789,Tamar Suleiman,4266
303,Sunil Santiago,4261
3,Lalita Shehu,4260
710,Yakubu Tanaka,4259
900,Rachel Meier,4244
928,Zainab Kowalski,4242
683,Beata Rowlands,4242
75,Katsumi Pavlova,4241
513,Kazuo Song,4240
583,Fernando Sikora,4240
704,Karin Gu,4239
366,Diego Jankowski,4233
540,Busisiwe Duda,4233
104,Emiko Thongkham,4230
670,Yan Verhoeven,4228
744,Gabra Saelim,4227
847,Suman Radebe,4213
124,Hassan Atieno,4210
881,Sibusiso Matsumoto,4207
488,Claudia Sunday,4205
107,Suman Akpan,4191
823,Qing Isa,4190
202,Santosh Bekher,4189
923,Xiang Schulze,4184
776,Noam Smith,4180
422,Nobuko Kaur,4178
229,Nittaya Walczak,4175
52,Ashok Devi,4172
48,Jacobus Mofokeng,4169
494,Nittaya Kowalski,4169
123,Rong Mthembu,4161
94,Valentina Botha,4157
804,Lilja Huang,4153
279,Marta Ouma,4149
375,Yan Williams,4149
524,Matthew Karlsson,4146
469,Werner Karlsson,4132
156,Vladimir Sakai,4127
726,Raj Sadowski,4127
829,Somchit Ghosh,4125
674,Sunday Mahagna,4123
22,Sanjay Meier,4121
753,Bello Maciejewski,4105
669,Kasia Pawlak,4101
340,Udom Cano,4081
204,Ming Bala,4080
168,Yoko Kowalczyk,4080
681,Shay Jiang,4080
792,Sunita Eze,4078
545,Yisrael Jackson,4064
811,Yun Omondi,4050
667,Lucia Richardson,4038
99,Meiyr Gomez,4022
145,Nadezhda Alvarez,4013
425,Brigitte Jenkins,4001
817,Denis Bailey,3998
212,Ahmad Kobayashi,3977
796,Manuel Lang,3945
32,Hiromi Zhao,3943
571,Gang Otieno,3941
503,Lukasz Saengthong,3938
178,Wichai Keller,3934
390,Charles Adhiambo,3886
