idCliente,nomeCliente,valor
534,Miriam Borkowski,92975
308,Edda Krawczyk,92975
253,Iwona Elbaz,92975
747,Sita Rathod,92975
805,Gisela Chmielewski,92975
291,Noam Chanthara,92975
190,Sunday Perez,92260.79999999999
111,Svetlana Adri,92260.79999999999
381,Santosh Hahn,92260.79999999999
226,Peng Herrmann,92260.79999999999
439,Yasuko Atieno,92260.79999999999
548,Ling Shapiro,92260.79999999999
234,Pushpa Moshe,92260.79999999999
287,Miguel-Angel Petrova,92260.79999999999
90,Keiko Jin,92260.79999999999
479,Evgeniy Okada,92260.79999999999
878,Isaac Wambui,92260.79999999999
411,Maria Ramos,92260.79999999999
751,Jerzy Du-Plessis,92260.79999999999
332,Valentina Masarweh,92260.79999999999
622,Zandile Omer,92260.79999999999
826,Unnur Suissa,92045.25
508,Xiaoli Witkowski,92045.25
241,Jesus Salazar,92045.25
739,Sawat Van-den-Berg,92045.25
803,Thawi Ward,92045.25
928,Zainab Kowalski,92045.25
999,Philip Salazar,92045.25
295,Zanele Das,92045.25
594,Koshi Hussein,92045.25
267,Lihua Achieng,92045.25
45,Jennifer Rani,92045.25
646,Yael Smirnova,92045.25
64,Prasit Omondi,92045.25
92,Amnuai Frolova,92045.25
670,Yan Verhoeven,92045.25
936,Dariusz White,92045.25
232,Werner Ceng,92045.25
549,Nancy Greenberg,92045.25
985,Suresh Nkosi,92045.25
448,Hiromi Adamu,92045.25
516,Elizabeth Okoth,92045.25
154,Igor Stepanov,92045.25
98,Latda Feng,92045.25
418,Tomiko Zajac,92045.25
703,Petrus Adri,92045.25
478,Isabel Llewellyn,91711
181,Shoshanah Hendriks,91711
501,Amiyr Segel,91711
28,Hauwa Harris,91711
208,Ying Michalak,91711
763,Sita Kariuki,91711
674,Sunday Mahagna,91711
88,Marina Vargas,91711
21,Raj Smirnova,91711
339,Dinesh Pietrzak,91711
906,Omer Vargas,91547
78,Rakesh Bunmi,91547
360,Joan Okada,91547
562,Sarah Nakamura,91547
486,Mukesh Baran,91547
948,Jianping Nyambura,91547
499,Kabiru Kaur,91547
368,Prasit Roy,91547
700,Eliyahu Flores,91547
898,Jesus Fernandez,91299.75
332,Valentina Masarweh,91299.75
835,Grace Kjartansson,91299.75
41,Gita Majewski,91299.75
450,Rong Young,91299.75
411,Maria Ramos,91299.75
920,Fernando Musa,91299.75
533,Avraham Smirnova,91299.75
271,Hendrik Meier,91299.75
514,Thomas Dauda,91299.75
423,Tebogo Mahagna,91299.75
178,Wichai Keller,91299.75
849,Ying Vermeulen,91299.75
240,Mpho Griffiths,91299.75
4,Gang Thakur,91299.75
154,Igor Stepanov,91299.75
302,Rattana Lis,91299.75
578,Nushi Maier,91299.75
578,Nushi Maier,91299.75
709,Xiaoping Kimani,91299.75
290,Janusz Clark,91299.75
766,Qing Rogers,91299.75
677,Tomiko Kjartansson,91299.75
299,Prasit Gomez,91299.75
138,Min Serrano,91299.75
611,Fran Sakamoto,91299.75
24,Matthew Ward,91299.75
723,Sibongile Baloyi,91299.75
301,Sibongile Parry,91299.75
257,Yusuf Zalewski,91299.75
473,Hisako Patil,91115.5
567,Masako Krause,91115.5
704,Karin Gu,91115.5
614,Lin Langat,91115.5
877,Christopher Chand,91115.5
390,Charles Adhiambo,91115.5
872,Masami Patil,91115.5
805,Gisela Chmielewski,91115.5
375,Yan Williams,91115.5
173,Thulani Begam,91115.5
810,Chao Kucharski,91115.5
113,Hiromi Davies,91115.5
324,Alan Garcia,91115.5
435,Hong Rubio,91115.5
483,Ester Ansari,91115.5
859,Xiaoyan Adan,91115.5
87,Irina Nayak,91115.5
61,Yusuf Mkhize,91115.5
33,Erla Wafula,90793.89
208,Ying Michalak,90793.89
424,Elke Gu,90793.89
6,Qing Buthelezi,90793.89
54,Shankar Pavlov,90793.89
21,Raj Smirnova,90793.89
415,Jose-Manuel Okoro,90793.89
293,Ying Harris,90793.89
770,Yong Yang,90793.89
229,Nittaya Walczak,90793.89
955,Raj Li,90793.89
523,Carmen Marciniak,90793.89
501,Amiyr Segel,90793.89
181,Shoshanah Hendriks,90793.89
223,Noam Szewczyk,90631.53
313,Somchai Baloyi,90631.53
830,Bjarni Peter,90631.53
755,Masako Mondal,90631.53
137,Somkiat Ivanov,90631.53
210,Joan Inoue,90631.53
486,Mukesh Baran,90631.53
539,Yuval Zhang,90631.53
824,Margaret Akpan,90631.53
970,Wirot Okeke,90631.53
139,Denis Abubakar,90631.53
772,Tatyana Kaiser,90631.53
803,Thawi Ward,90631.53
56,Eunice Yu,90631.53
603,Robert Ber,90631.53
671,Meiyr Sawicki,90631.53
568,Katsumi Morgan,90631.53
957,Heike Ibrahim,90631.53
806,Jianguo Mahato,90631.53
66,Koichi Popov,90631.53
565,Yoshimi Vermeulen,90338.7
785,Aliyu Juma,90338.7
150,James Zheng,90338.7
992,Hui Harrison,90338.7
782,Santosh Fujita,90338.7
42,Suman Baba,90338.7
267,Lihua Achieng,90338.7
707,Jason Verhoeven,90338.7
863,Sri Howells,90338.7
508,Xiaoli Witkowski,90338.7
943,Helmut Yuan,90338.7
571,Gang Otieno,90338.7
951,Xiaoping Singh,90338.7
602,Prasit Parker,90338.7
991,Manju Schouten,90185.75
286,Anna Lis,90185.75
264,Nonhlanhla Ceng,90185.75
31,Vinod Herbulot,90185.75
802,Mikhail Magomedov,90185.75
408,Haiyan Robinson,90185.75
389,Atli Baran,90185.75
18,Hideo Prins,90185.75
806,Jianguo Mahato,90185.75
238,Pricha Ntuli,90185.75
449,George Hassan,90185.75
913,Xiaoli Wambua,90185.75
937,Rosa Prins,90185.75
244,Carol Saetan,90185.75
914,Koichi Mitchell,90185.75
882,Yasuo Yamaguchi,90185.75
97,Christa Van-Beek,90185.75
485,Sharon Ojo,90185.75
365,Ling Powell,90185.75
818,Juan Bjarnason,90185.75
615,Jakub Garcia,90185.75
713,Xiang Dekker,90185.75
261,Chayah Flores,90185.75
170,Darya Maluleke,90185.75
943,Helmut Yuan,89876.78
162,Sergio Abe,89876.78
625,Anan Herrera,89876.78
832,Tatyana Nguyen,89876.78
763,Sita Kariuki,89876.78
162,Sergio Abe,89876.78
567,Masako Krause,89876.78
61,Yusuf Mkhize,89876.78
632,Mahmood Hoffmann,89876.78
127,Amnuai Chen,89876.78
285,Manfred Majewski,89876.78
881,Sibusiso Matsumoto,89876.78
894,Anil Suarez,89876.78
650,Ilya Phillips,89876.78
840,Yong Fernandez,89876.78
456,Idris Vasileva,89876.78
372,Hauwa Okon,89876.78
125,Mohammad Mazibuko,89716.06
594,Koshi Hussein,89716.06
933,Heike Fang,89716.06
310,Amnuai Radebe,89716.06
644,Joyce Czarnecki,89716.06
137,Somkiat Ivanov,89716.06
469,Werner Karlsson,89716.06
292,Shanti Mazurek,89716.06
600,Nadezhda Vargas,89716.06
429,Miykhael Ono,89716.06
935,Dmitriy Castillo,89716.06
688,Xin Sokolova,89716.06
845,Jesus Esteban,89716.06
328,Steve Nikolaeva,89716.06
3,Lalita Shehu,89716.06
257,Yusuf Zalewski,89716.06
53,Xolani Morozov,89716.06
573,Nadezhda Das,89716.06
120,Nancy De-Groot,89716.06
600,Nadezhda Vargas,89716.06
969,Chen Chand,89716.06
799,Li Sato,89716.06
838,Hiroko Goto,89716.06
83,Koji Nikitina,89377.65
280,Petra Macharia,89377.65
118,Sergey Wilk,89377.65
228,Meiyr Brown,89377.65
91,Kjartan Wu,89377.65
10,Alina Chided,89377.65
622,Zandile Omer,89377.65
981,Caroline Adan,89377.65
765,Xiaoli Hauksson,89377.65
888,Franz Flores,89377.65
94,Valentina Botha,89377.65
209,Lin Yahaya,89377.65
175,Wanchai Wangui,89377.65
297,Heike Adamu,89377.65
147,Inga Morgan,89377.65
812,Thawi Gumede,89377.65
889,Peter Audu,89377.65
600,Nadezhda Vargas,89377.65
171,Cristina Haraldsson,89377.65
379,Somchit Liu,89377.65
889,Peter Audu,89256
234,Pushpa Moshe,89256
490,Barbara Van-der-Heijden,89256
856,Arnar Muthoni,89256
153,Shizuko Bauer,89256
456,Idris Vasileva,89256
152,Anong Mthembu,89256
719,Hui Jansen,89256
507,Ester Richardson,89256
756,Isa Lopez,89256
192,Miguel Peters,89256
750,Valentina Muthoni,89256
692,Francisco-Javier Walters,89256
450,Rong Young,89256
257,Yusuf Zalewski,89256
538,Hanna Ono,89256
18,Hideo Prins,89256
101,Ewa Arai,89256
959,Salisu Jakubowski,89256
831,Jonathan Rodriguez,89256
780,Alexey Ahmad,89256
261,Chayah Flores,89256
832,Tatyana Nguyen,89256
256,Bernd Wood,88959.67
62,Sushila Matthews,88959.67
237,Elisabeth Price,88959.67
37,Yhudah Begum,88959.67
170,Darya Maluleke,88959.67
700,Eliyahu Flores,88959.67
910,Shigeru Khatoon,88959.67
186,Yasuo Okoro,88959.67
690,Sharon Behera,88959.67
43,Fatima Endo,88959.67
51,Narong Mathebula,88959.67
367,Shizuko Sharma,88959.67
423,Tebogo Mahagna,88959.67
349,Johannes Yamamoto,88959.67
962,Jean Sanz,88959.67
509,Vijay Haruna,88959.67
916,Mark Ceng,88959.67
765,Xiaoli Hauksson,88800.59
325,Hadiza Singh,88800.59
487,Karen Bowen,88800.59
992,Hui Harrison,88800.59
933,Heike Fang,88800.59
748,Takako Mhamid,88800.59
312,Jane Matsumoto,88800.59
882,Yasuo Yamaguchi,88800.59
345,Samuel Kowalczyk,88800.59
322,Yoko Mohammed,88800.59
745,Thawi Deng,88800.59
166,Aminu Venter,88800.59
721,Herbert Sah,88800.59
611,Fran Sakamoto,88800.59
691,Koshi Mahagna,88800.59
402,Lisa Achieng,88800.59
368,Prasit Roy,88800.59
543,Masami Zaytseva,88800.59
232,Werner Ceng,88800.59
5,Fatima Hughes,88736
652,Kamil Griffiths,88736
735,Nokuthula Nayak,88736
855,Kun Mulder,88736
484,Alina Chanthara,88736
749,Eugenia Dijkstra,88736
311,Isah Mikhaylov,88736
731,Kai Zwane,88736
901,Thawi Piotrowski,88736
655,Watsana Marek,88416.59999999999
800,Johannes Begam,88416.59999999999
687,Blessing Fujii,88416.59999999999
740,Paula Kubiak,88416.59999999999
238,Pricha Ntuli,88416.59999999999
304,Sveinn Yang,88416.59999999999
963,Ramesh Audu,88416.59999999999
133,Xin Zawadzki,88416.59999999999
645,Fernando Suzuki,88416.59999999999
893,Kiran Sanz,88416.59999999999
289,Laura Johnson,88416.59999999999
412,Xiaoping Pillay,88416.59999999999
342,Xiang Yao,88416.59999999999
219,Winai Patel,88416.59999999999
690,Sharon Behera,88416.59999999999
514,Thomas Dauda,88416.59999999999
379,Somchit Liu,88416.59999999999
731,Kai Zwane,88416.59999999999
291,Noam Chanthara,88416.59999999999
578,Nushi Maier,88416.59999999999
701,Susanne Muhammadu,88416.59999999999
708,Werner Umar,88416.59999999999
690,Sharon Behera,88416.59999999999
540,Busisiwe Duda,88416.59999999999
663,Somsak Dijkstra,88416.59999999999
91,Kjartan Wu,88326.25
766,Qing Rogers,88326.25
984,Edda Santiago,88326.25
412,Xiaoping Pillay,88326.25
726,Raj Sadowski,88326.25
424,Elke Gu,88326.25
192,Miguel Peters,88326.25
799,Li Sato,88326.25
516,Elizabeth Okoth,88326.25
955,Raj Li,88326.25
508,Xiaoli Witkowski,88326.25
473,Hisako Patil,88326.25
993,Eunice Schmitz,88326.25
102,Yue Venter,88326.25
365,Ling Powell,88326.25
626,Isaac Schneider,88326.25
982,Mikhail Feng,88326.25
750,Valentina Muthoni,88326.25
554,Maryam Umar,88326.25
525,Ning Kondo,88326.25
748,Takako Mhamid,88326.25
349,Johannes Yamamoto,88326.25
694,Johanna Davies,88326.25
97,Christa Van-Beek,88326.25
21,Raj Smirnova,88326.25
706,Marek Nikitina,88326.25
993,Eunice Schmitz,88326.25
796,Manuel Lang,88326.25
216,Ekaterina Zhu,88326.25
472,Laura Fan,88326.25
278,Steve Van-Beek,88326.25
129,Xiang Isaac,88326.25
336,Ilya Garcia,88326.25
123,Rong Mthembu,88326.25
711,Meiyr Guerrero,88326.25
945,Karen Suad,88042.56
758,Yelena Das,88042.56
781,Claire Lange,88042.56
708,Werner Umar,88042.56
568,Katsumi Morgan,88042.56
393,Mariusz Owino,88042.56
581,Amnuai Begum,88042.56
849,Ying Vermeulen,88042.56
594,Koshi Hussein,88042.56
594,Koshi Hussein,88042.56
344,Tebogo Santiago,88042.56
454,Irina Aliev,88042.56
643,Jianping Herbulot,88042.56
353,Kevin Gonzales,88042.56
58,Karolina Yao,88042.56
815,Gunnar Chand,88042.56
754,Jose-Maria Salazar,88042.56
709,Xiaoping Kimani,88042.56
252,Nancy Willems,88042.56
788,Emmanuel Sah,88042.56
949,Isah Castro,88042.56
636,Yaakv Lehmann,87885.12
610,Thulani He,87885.12
157,Caroline Gunnarsson,87885.12
218,Shigeru Shi,87885.12
830,Bjarni Peter,87885.12
173,Thulani Begam,87885.12
720,Juan Smirnova,87885.12
444,Dmitriy Moreno,87885.12
326,Hisako Lozano,87885.12
983,Aleksander Kobayashi,87885.12
634,Mariusz Ngobeni,87885.12
77,Lalita Hasna,87885.12
635,Somphon Ota,87885.12
623,Ramesh Bauer,87848.64
620,Artyom Khatib,87848.64
402,Lisa Achieng,87848.64
352,Kamil Volkov,87848.64
615,Jakub Garcia,87848.64
857,Magda Bibi,87848.64
873,Gunnar Rowlands,87848.64
236,Svetlana Sekh,87848.64
669,Kasia Pawlak,87848.64
151,Sibongile Einarsson,87848.64
502,Yoshie Omondi,87848.64
542,Andri Karanja,87848.64
441,Jacobus Esteban,87848.64
579,Haim Elbaz,87848.64
870,Diego Nakajima,87848.64
4,Gang Thakur,87848.64
741,Jan Maciejewski,87848.64
854,Birgit Murakami,87848.64
359,Somkiat Sani,87848.64
332,Valentina Masarweh,87848.64
143,Zhen Vazquez,87848.64
773,Ying Lu,87848.64
591,Nokuthula Moore,87848.64
663,Somsak Dijkstra,87455.55
198,Atli Zhao,87455.55
930,Paul Gomez,87455.55
982,Mikhail Feng,87455.55
560,Krzysztof Baloyi,87455.55
568,Katsumi Morgan,87455.55
881,Sibusiso Matsumoto,87455.55
110,Ashok Hu,87455.55
290,Janusz Clark,87455.55
663,Somsak Dijkstra,87455.55
763,Sita Kariuki,87455.55
881,Sibusiso Matsumoto,87455.55
699,Rekha Gil,87455.55
259,Toshiko Hall,87455.55
488,Claudia Sunday,87455.55
566,Renate Aliev,87455.55
568,Katsumi Morgan,87455.55
27,Lyubov Isah,87455.55
578,Nushi Maier,87396.5
41,Gita Majewski,87396.5
942,Petra Hashimoto,87396.5
607,Michal Schwartz,87396.5
917,Xolani Mahto,87396.5
973,Joanna Rowlands,87396.5
367,Shizuko Sharma,87396.5
583,Fernando Sikora,87396.5
636,Yaakv Lehmann,87396.5
57,Themba Yao,87396.5
738,Fatima Yamazaki,87396.5
987,Yael Ceng,87396.5
416,Thabo Umaru,87396.5
664,Aliyu Friedman,87396.5
336,Ilya Garcia,87396.5
845,Jesus Esteban,87396.5
820,Faith Amadi,87396.5
581,Amnuai Begum,87396.5
520,Jose-Antonio Govender,87125.45
944,Miykhal Saetang,87125.45
815,Gunnar Chand,87125.45
542,Andri Karanja,87125.45
76,Cheng Parker,87125.45
511,Lyubov Santiago,87125.45
814,Sunita Saengthong,87125.45
189,Nushi Garza,87125.45
607,Michal Schwartz,87125.45
593,Omer Lehmann,87125.45
111,Svetlana Adri,87125.45
575,Nancy Thongdi,87125.45
395,Noriko Smits,87125.45
621,Mohammed Maciejewski,87125.45
35,Dinesh Kumar,87125.45
873,Gunnar Rowlands,87125.45
249,Alex Mayer,87125.45
348,Sombat Schwartz,87125.45
254,Somkhit Kowalski,87125.45
710,Yakubu Tanaka,86969.65000000001
134,Gabra Ren,86969.65000000001
322,Yoko Mohammed,86969.65000000001
234,Pushpa Moshe,86969.65000000001
574,Akira Adhiambo,86969.65000000001
227,Heinz Reyes,86969.65000000001
452,Akira Yang,86969.65000000001
349,Johannes Yamamoto,86969.65000000001
508,Xiaoli Witkowski,86969.65000000001
127,Amnuai Chen,86969.65000000001
698,Min Peretz,86969.65000000001
507,Ester Richardson,86969.65000000001
47,Usman Omondi,86969.65000000001
682,Lyubov Rotich,86969.65000000001
646,Yael Smirnova,86969.65000000001
54,Shankar Pavlov,86969.65000000001
846,Wanphen Fiala,86969.65000000001
471,Bunmi Rubio,86969.65000000001
270,Wilai Alvarez,86969.65000000001
166,Aminu Venter,86969.65000000001
437,Heike Van-Beek,86969.65000000001
68,Lilian Ivanov,86969.65000000001
201,Ning Sakamoto,86969.65000000001
648,Dmitry Einarsson,86969.65000000001
615,Jakub Garcia,86969.65000000001
141,Jonathan Rungrueang,86961.28
939,Fatima Starr,86961.28
109,Ko Ngwenya,86961.28
267,Lihua Achieng,86961.28
542,Andri Karanja,86961.28
639,Kiyoshi De-Groot,86961.28
351,Narong Pawlak,86961.28
628,Abdul Coetzee,86961.28
209,Lin Yahaya,86961.28
440,Manju Morgan,86961.28
720,Juan Smirnova,86961.28
808,Suman Zhou,86961.28
34,Rosa Yamamoto,86961.28
765,Xiaoli Hauksson,86961.28
55,Nadezhda Wambua,86961.28
425,Brigitte Jenkins,86961.28
500,Sommai Hauksson,86961.28
527,Yuko Hoffmann,86961.28
752,Ping Clark,86961.28
901,Thawi Piotrowski,86961.28
660,Sam Shi,86961.28
566,Renate Aliev,86961.28
363,Sunil Ngobeni,86961.28
502,Yoshie Omondi,86961.28
340,Udom Cano,86961.28
355,Kenneth Gumede,86961.28
514,Thomas Dauda,86767
376,Lilja Maeda,86767
618,Jakub Petrov,86767
746,Usman De-Bruijn,86767
627,Isa Schmidt,86767
497,Ian Wilson,86767
478,Isabel Llewellyn,86767
826,Unnur Suissa,86767
80,Yahaya Ueda,86767
533,Avraham Smirnova,86767
713,Xiang Dekker,86767
615,Jakub Garcia,86767
807,Kai Salazar,86767
144,Lyubov Ngubane,86767
215,Wei Kristinsson,86767
239,Sachiko Mor,86767
310,Amnuai Radebe,86494.5
613,Roy Aliyu,86494.5
2,Wojciech Maas,86494.5
440,Manju Morgan,86494.5
836,Bernd Prieto,86494.5
907,Akira Garza,86494.5
958,Victor Cele,86494.5
518,Karl-Heinz Alvarez,86494.5
703,Petrus Adri,86494.5
35,Dinesh Kumar,86494.5
551,Rebecca Mhamid,86494.5
899,Latda Herbulot,86494.5
477,Wichian Langat,86494.5
608,Carol Fujii,86494.5
746,Usman De-Bruijn,86494.5
5,Fatima Hughes,86494.5
267,Lihua Achieng,86494.5
76,Cheng Parker,86494.5
101,Ewa Arai,86494.5
702,Yoshio Tal,86494.5
8,Yuriy Aminu,86494.5
764,Pawel Martin,86494.5
240,Mpho Griffiths,86494.5
117,Andrea Walter,86494.5
185,Peter Lis,86494.5
540,Busisiwe Duda,86494.5
837,Idris Maina,86494.5
92,Amnuai Frolova,86466.75
807,Kai Salazar,86466.75
301,Sibongile Parry,86466.75
844,Fatima Mutuku,86466.75
330,Hong Powell,86466.75
522,Ram Krause,86466.75
6,Qing Buthelezi,86466.75
457,Anton Ward,86466.75
541,Nadezhda Zulu,86466.75
79,Yahaya Mahlangu,86466.75
286,Anna Lis,86466.75
991,Manju Schouten,86466.75
654,Viktor Wekesa,86466.75
474,Ana Aliyu,86466.75
954,Yong Cai,86466.75
813,Miriam Saelim,86466.75
702,Yoshio Tal,86466.75
729,Aleksandr Bauer,86466.75
377,Brigitte Khatib,86466.75
47,Usman Omondi,86466.75
495,Nittaya Khoza,86466.75
880,Michal Ngobeni,86466.75
985,Suresh Nkosi,86466.75
534,Miriam Borkowski,86466.75
512,Shigeru Hasna,86208.34
875,Klaus Clarke,86208.34
95,Raj Van-der-Heijden,86208.34
563,Agata Okeke,86208.34
1000,Masao Akpan,86208.34
276,Rut Marek,86208.34
109,Ko Ngwenya,86208.34
794,Chayah Chanthara,86208.34
39,Martha Kibet,86208.34
790,Maciej Walter,86208.34
669,Kasia Pawlak,86208.34
216,Ekaterina Zhu,86208.34
298,Eva Shemesh,86208.34
309,Xolani Zhou,86208.34
576,Mieko Bunma,86208.34
277,Rut Ceng,86208.34
201,Ning Sakamoto,86208.34
748,Takako Mhamid,86208.34
8,Yuriy Aminu,86208.34
504,Olga Jiang,86208.34
25,Yakubu Suissa,86208.34
880,Michal Ngobeni,86208.34
980,Usha Kikuchi,86208.34
332,Valentina Masarweh,86208.34
714,Jakub Wairimu,86208.34
419,Jane Fukuda,86208.34
896,Steven Turner,86208.34
951,Xiaoping Singh,86208.34
315,Pablo Mandal,86073.92
694,Johanna Davies,86073.92
140,Joanna Weber,86073.92
940,Erla Mthethwa,86073.92
458,Jonathan Kimani,86073.92
618,Jakub Petrov,86073.92
806,Jianguo Mahato,86073.92
855,Kun Mulder,86073.92
843,Ram Bitton,86073.92
36,Somsak Maier,86073.92
243,Carmen Wood,86073.92
844,Fatima Mutuku,86073.92
757,Faith Sukkasem,86073.92
257,Yusuf Zalewski,86073.92
537,Sabine Piotrowski,86073.92
115,Ekaterina Castillo,86073.92
90,Keiko Jin,86073.92
216,Ekaterina Zhu,86073.92
72,Pilar Fujita,86073.92
138,Min Serrano,86054.18000000001
120,Nancy De-Groot,86054.18000000001
316,Bongani Baba,86054.18000000001
171,Cristina Haraldsson,86054.18000000001
154,Igor Stepanov,86054.18000000001
128,Julie Visser,86054.18000000001
833,Johannes Peters,86054.18000000001
818,Juan Bjarnason,86054.18000000001
519,Leah Mazurek,86054.18000000001
768,Atli Mendoza,86054.18000000001
205,Christopher Oakley,86054.18000000001
377,Brigitte Khatib,86054.18000000001
397,Agnieszka Dominguez,86054.18000000001
167,Amnuai Fuchs,86054.18000000001
968,Karen Nayak,86054.18000000001
383,Amnuai Saeli,86054.18000000001
665,Sri Omar,86054.18000000001
564,Oleg Adamu,86054.18000000001
107,Suman Akpan,85899.33
442,Bunmi Yin,85899.33
347,Xiaoping Umaru,85899.33
615,Jakub Garcia,85899.33
436,Jianping Eze,85899.33
685,Guy Vega,85899.33
434,Yan Goto,85899.33
638,Yhudah Majewski,85899.33
33,Erla Wafula,85899.33
106,Hauwa Mabaso,85899.33
891,Kun Iglesias,85899.33
658,Andrea Smoakley,85899.33
591,Nokuthula Moore,85899.33
439,Yasuko Atieno,85899.33
412,Xiaoping Pillay,85899.33
277,Rut Ceng,85899.33
43,Fatima Endo,85899.33
561,John Jimenez,85899.33
641,Carol Flores,85899.33
479,Evgeniy Okada,85537
935,Dmitriy Castillo,85537
330,Hong Powell,85537
633,Stephen Mutua,85537
822,Pedro Wekesa,85537
976,Tal Rungrueang,85537
261,Chayah Flores,85537
455,Yu Sombun,85537
257,Yusuf Zalewski,85537
745,Thawi Deng,85537
92,Amnuai Frolova,85537
246,Amnuai Gumede,85537
527,Yuko Hoffmann,85537
962,Jean Sanz,85537
296,Pawel Molefe,85537
486,Mukesh Baran,85537
904,Samran Ogawa,85537
290,Janusz Clark,85537
649,Mpho Luo,85537
234,Pushpa Moshe,85537
578,Nushi Maier,85537
186,Yasuo Okoro,85537
837,Idris Maina,85537
91,Kjartan Wu,85533.45
831,Jonathan Rodriguez,85533.45
629,Einar Sithole,85533.45
73,Katsumi Ndlovu,85533.45
775,Shay Hu,85533.45
794,Chayah Chanthara,85533.45
405,Ryoko Jadhav,85533.45
759,Ali Romanov,85533.45
496,Petra Hughes,85533.45
619,Sammy Li,85533.45
57,Themba Yao,85533.45
403,Sam Cheng,85533.45
859,Xiaoyan Adan,85533.45
31,Vinod Herbulot,85533.45
195,Ling Svoboda,85533.45
869,Fatima Hassan,85533.45
926,Manfred Jankowski,85533.45
220,Graham Ojo,85291.23
236,Svetlana Sekh,85291.23
991,Manju Schouten,85291.23
825,Anong Dominguez,85291.23
188,Maryam Wafula,85291.23
316,Bongani Baba,85291.23
922,Rajesh Bello,85291.23
741,Jan Maciejewski,85291.23
556,Moses Lavyan,85291.23
49,Keiko Vasilev,85291.23
658,Andrea Smoakley,85291.23
373,Lijun Greenberg,85291.23
403,Sam Cheng,85291.23
508,Xiaoli Witkowski,85291.23
383,Amnuai Saeli,85291.23
849,Ying Vermeulen,85291.23
751,Jerzy Du-Plessis,85291.23
117,Andrea Walter,85291.23
64,Prasit Omondi,85291.23
53,Xolani Morozov,85291.23
515,Joyce Svoboda,85291.23
136,Emma Lavyan,85291.23
289,Laura Johnson,85291.23
403,Sam Cheng,85291.23
399,Karen Fuchs,85291.23
653,Wichai Ngubane,85291.23
841,Tomiko Gao,85291.23
529,Somkiat Hall,85186.56
5,Fatima Hughes,85186.56
472,Laura Fan,85186.56
897,Isa Griffiths,85186.56
545,Yisrael Jackson,85186.56
560,Krzysztof Baloyi,85186.56
469,Werner Karlsson,85186.56
670,Yan Verhoeven,85186.56
86,Laura Amadi,85186.56
201,Ning Sakamoto,85186.56
536,Adiy Janssen,85186.56
293,Ying Harris,85186.56
442,Bunmi Yin,85186.56
348,Sombat Schwartz,85186.56
675,Ming Tomaszewski,85138.71
884,Christine Tang,85138.71
883,Peng Radebe,85138.71
756,Isa Lopez,85138.71
830,Bjarni Peter,85138.71
161,Yuval Medina,85138.71
54,Shankar Pavlov,85138.71
210,Joan Inoue,85138.71
697,Aleksandra Zhang,85138.71
121,Hideo Khan,85138.71
625,Anan Herrera,85138.71
89,Brigitte Ngobeni,85138.71
41,Gita Majewski,85138.71
223,Noam Szewczyk,85138.71
697,Aleksandra Zhang,85138.71
508,Xiaoli Witkowski,85138.71
159,Evgeniy Grabowski,85138.71
420,Tebogo Van-den-Berg,85138.71
968,Karen Nayak,85138.71
483,Ester Ansari,85138.71
523,Carmen Marciniak,85138.71
536,Adiy Janssen,85138.71
