idVendedor,nomeVendedor,valor
142,Hong Barasa,89876.78
94,Karl-Heinz Nikolaev,89876.78
51,Rajendra Lal,89876.78
20,Yael Hernandez,89876.78
79,Mikhail Nikolaev,89876.78
23,Anton Buthelezi,89876.78
60,Abubakar Popov,89876.78
36,Lihua Kamau,89876.78
24,Horst Moreno,89876.78
58,Justyna Nikolaev,89876.78
50,Hadiza Schmidt,89876.78
3,Frank Mahagna,89876.78
52,Natalya Sah,89876.78
3,Frank Mahagna,89876.78
126,Ana Roberts,89876.78
30,Ravi Rani,89876.78
62,Xiaoyan Suzuki,89876.78
87,Kjartan Mwangi,89716.06
45,Andrzej Smoakley,89716.06
75,Tebogo Kim,89716.06
148,Meiyr Green,89716.06
52,Natalya Sah,89716.06
71,Xiaoyan Mishra,89716.06
70,Karolina Edwards,89716.06
115,Jose Das,89716.06
12,Olga Zakharova,89716.06
88,Suphaphon Aminu,89716.06
2,Wanphen Okada,89716.06
37,Sunday Cano,89716.06
75,Tebogo Kim,89716.06
72,Mary Thompson,89716.06
33,Lijun Kumar,89716.06
47,Krzysztof Ishii,89716.06
83,Liping Suzuki,89716.06
146,Ping Onyango,89716.06
103,Irina Maluleke,89716.06
24,Horst Moreno,89716.06
95,Yael Smee,89716.06
53,Susanne Vaknin,89716.06
22,Isabel Sakamoto,89716.06
30,Ravi Rani,89377.65
89,Winai Njoroge,89377.65
64,Ming Gil,89377.65
83,Liping Suzuki,89377.65
48,Mahmood Li,89377.65
121,Edda Davies,89377.65
111,Martha Vasilev,89377.65
46,Mitsuo Nel,89377.65
42,Lukasz Ikeda,89377.65
135,Pilar Jansen,89377.65
43,Keiko Bala,89377.65
125,Jianguo Cruz,89377.65
15,Hiromi Egorova,89377.65
89,Winai Njoroge,89377.65
21,Hisako Iglesias,89377.65
30,Ravi Rani,89377.65
42,Lukasz Ikeda,89377.65
121,Edda Davies,89377.65
61,Ester Ngobeni,89377.65
4,Ragnar Haraldsson,89377.65
84,Janet Lee,89256
46,Mitsuo Nel,89256
93,Dieter Paswan,89256
30,Ravi Rani,89256
71,Xiaoyan Mishra,89256
34,Elke Lal,89256
88,Suphaphon Aminu,89256
129,Mali Blom,89256
115,Jose Das,89256
88,Suphaphon Aminu,89256
145,Urai Andreev,89256
30,Ravi Rani,89256
149,Eunice Powell,89256
10,Alan Allen,89256
52,Natalya Sah,89256
87,Kjartan Mwangi,89256
74,Joyce Mahato,89256
18,Gisela Chukwu,89256
55,Johanna Begum,89256
130,Marina Wojciechowski,89256
71,Xiaoyan Mishra,89256
46,Mitsuo Nel,89256
69,Richard Sanchez,89256
107,Asha Ostrowski,88959.67
92,Karen Ali,88959.67
60,Abubakar Popov,88959.67
99,Mikhail Yakovleva,88959.67
30,Ravi Rani,88959.67
47,Krzysztof Ishii,88959.67
29,Jose-Manuel Pawlak,88959.67
90,Vijay Pietrzak,88959.67
134,Yhudiyt Williams,88959.67
77,Sarah Kowalczyk,88959.67
13,Andrew Kowalski,88959.67
21,Hisako Iglesias,88959.67
137,Maciej Endo,88959.67
52,Natalya Sah,88959.67
105,Yue Mahagna,88959.67
90,Vijay Pietrzak,88959.67
118,Muhammed Molefe,88959.67
33,Lijun Kumar,88800.59
39,Ping Reyes,88800.59
142,Hong Barasa,88800.59
128,Lyubov Molina,88800.59
84,Janet Lee,88800.59
56,Fran Mthembu,88800.59
5,Joyce Baker,88800.59
44,Adiy Lang,88800.59
45,Andrzej Smoakley,88800.59
126,Ana Roberts,88800.59
143,Heinz Lis,88800.59
103,Irina Maluleke,88800.59
73,Joyce Chmielewski,88800.59
118,Muhammed Molefe,88800.59
58,Justyna Nikolaev,88800.59
130,Marina Wojciechowski,88800.59
77,Sarah Kowalczyk,88800.59
40,Renate Yoshida,88800.59
121,Edda Davies,88800.59
117,Pushpa Lawal,88736
96,Dariusz Vazquez,88736
102,Nancy Shevchenko,88736
134,Yhudiyt Williams,88736
72,Mary Thompson,88736
118,Muhammed Molefe,88736
20,Yael Hernandez,88736
64,Ming Gil,88736
73,Joyce Chmielewski,88736
14,Rajendra Tian,88416.59999999999
78,Manuel Schmid,88416.59999999999
49,Rajesh Jimenez,88416.59999999999
39,Ping Reyes,88416.59999999999
31,Christa Yuan,88416.59999999999
21,Hisako Iglesias,88416.59999999999
112,Tatyana Van-Beek,88416.59999999999
111,Martha Vasilev,88416.59999999999
15,Hiromi Egorova,88416.59999999999
125,Jianguo Cruz,88416.59999999999
70,Karolina Edwards,88416.59999999999
137,Maciej Endo,88416.59999999999
43,Keiko Bala,88416.59999999999
89,Winai Njoroge,88416.59999999999
13,Andrew Kowalski,88416.59999999999
100,Carmen Wagner,88416.59999999999
46,Mitsuo Nel,88416.59999999999
55,Johanna Begum,88416.59999999999
139,Nonhlanhla Dijkstra,88416.59999999999
87,Kjartan Mwangi,88416.59999999999
136,Zandile Atieno,88416.59999999999
101,Yahaya Su,88416.59999999999
79,Mikhail Nikolaev,88416.59999999999
49,Rajesh Jimenez,88416.59999999999
75,Tebogo Kim,88416.59999999999
41,Qing Nakano,88326.25
24,Horst Moreno,88326.25
59,Barbara Kimura,88326.25
46,Mitsuo Nel,88326.25
70,Karolina Edwards,88326.25
102,Nancy Shevchenko,88326.25
23,Anton Buthelezi,88326.25
98,Bjarni Fujita,88326.25
142,Hong Barasa,88326.25
60,Abubakar Popov,88326.25
35,Zandile Lavyan,88326.25
41,Qing Nakano,88326.25
47,Krzysztof Ishii,88326.25
27,Vijay Gomez,88326.25
80,Karolina Mondal,88326.25
138,Andrey Pfeiffer,88326.25
125,Jianguo Cruz,88326.25
26,Uriy Rowlands,88326.25
23,Anton Buthelezi,88326.25
29,Jose-Manuel Pawlak,88326.25
110,Isa Khoza,88326.25
81,Ngozi Qiu,88326.25
140,David Venter,88326.25
18,Gisela Chukwu,88326.25
15,Hiromi Egorova,88326.25
104,Chan Sasaki,88326.25
106,Somkhit Shemesh,88326.25
74,Joyce Mahato,88326.25
29,Jose-Manuel Pawlak,88326.25
129,Mali Blom,88326.25
133,Ana Phillips,88326.25
40,Renate Yoshida,88326.25
104,Chan Sasaki,88326.25
103,Irina Maluleke,88326.25
113,Alexander Santos,88326.25
15,Hiromi Egorova,88042.56
84,Janet Lee,88042.56
1,Esther Chided,88042.56
10,Alan Allen,88042.56
42,Lukasz Ikeda,88042.56
18,Gisela Chukwu,88042.56
117,Pushpa Lawal,88042.56
126,Ana Roberts,88042.56
17,Somphong Kowalczyk,88042.56
115,Jose Das,88042.56
7,Peng Omar,88042.56
83,Liping Suzuki,88042.56
143,Heinz Lis,88042.56
101,Yahaya Su,88042.56
53,Susanne Vaknin,88042.56
78,Manuel Schmid,88042.56
11,Irina Okon,88042.56
50,Hadiza Schmidt,88042.56
54,Jianjun Coetzee,88042.56
54,Jianjun Coetzee,88042.56
134,Yhudiyt Williams,88042.56
8,Lakshmi Wright,87885.12
143,Heinz Lis,87885.12
62,Xiaoyan Suzuki,87885.12
143,Heinz Lis,87885.12
31,Christa Yuan,87885.12
106,Somkhit Shemesh,87885.12
88,Suphaphon Aminu,87885.12
104,Chan Sasaki,87885.12
33,Lijun Kumar,87885.12
113,Alexander Santos,87885.12
142,Hong Barasa,87885.12
103,Irina Maluleke,87885.12
135,Pilar Jansen,87885.12
144,Pablo Zoabi,87848.64
83,Liping Suzuki,87848.64
94,Karl-Heinz Nikolaev,87848.64
11,Irina Okon,87848.64
131,Purity Sato,87848.64
142,Hong Barasa,87848.64
127,Michal Makarov,87848.64
109,Sunday Richter,87848.64
3,Frank Mahagna,87848.64
26,Uriy Rowlands,87848.64
34,Elke Lal,87848.64
30,Ravi Rani,87848.64
76,Lilian Mondal,87848.64
108,Jianguo Lehmann,87848.64
76,Lilian Mondal,87848.64
23,Anton Buthelezi,87848.64
90,Vijay Pietrzak,87848.64
42,Lukasz Ikeda,87848.64
134,Yhudiyt Williams,87848.64
101,Yahaya Su,87848.64
113,Alexander Santos,87848.64
15,Hiromi Egorova,87848.64
33,Lijun Kumar,87848.64
144,Pablo Zoabi,87455.55
78,Manuel Schmid,87455.55
149,Eunice Powell,87455.55
134,Yhudiyt Williams,87455.55
86,Rosa Sitwat,87455.55
104,Chan Sasaki,87455.55
123,Victor Sulaiman,87455.55
21,Hisako Iglesias,87455.55
120,Chen John,87455.55
147,Li Hughes,87455.55
45,Andrzej Smoakley,87455.55
95,Yael Smee,87455.55
124,Alyona Yahaya,87455.55
60,Abubakar Popov,87455.55
50,Hadiza Schmidt,87455.55
83,Liping Suzuki,87455.55
147,Li Hughes,87455.55
41,Qing Nakano,87455.55
4,Ragnar Haraldsson,87396.5
31,Christa Yuan,87396.5
54,Jianjun Coetzee,87396.5
10,Alan Allen,87396.5
102,Nancy Shevchenko,87396.5
101,Yahaya Su,87396.5
54,Jianjun Coetzee,87396.5
103,Irina Maluleke,87396.5
133,Ana Phillips,87396.5
135,Pilar Jansen,87396.5
50,Hadiza Schmidt,87396.5
147,Li Hughes,87396.5
121,Edda Davies,87396.5
61,Ester Ngobeni,87396.5
113,Alexander Santos,87396.5
93,Dieter Paswan,87396.5
65,Fumiko De-Groot,87396.5
63,Sombun Schmid,87396.5
107,Asha Ostrowski,87125.45
139,Nonhlanhla Dijkstra,87125.45
93,Dieter Paswan,87125.45
100,Carmen Wagner,87125.45
70,Karolina Edwards,87125.45
97,Min Molefe,87125.45
60,Abubakar Popov,87125.45
117,Pushpa Lawal,87125.45
59,Barbara Kimura,87125.45
100,Carmen Wagner,87125.45
109,Sunday Richter,87125.45
137,Maciej Endo,87125.45
119,Lan Hoekstra,87125.45
9,Francisca Wen,87125.45
16,Aleksandr Wairimu,87125.45
109,Sunday Richter,87125.45
42,Lukasz Ikeda,87125.45
65,Fumiko De-Groot,87125.45
60,Abubakar Popov,87125.45
122,Mitsuo Rumbelow,86969.65000000001
24,Horst Moreno,86969.65000000001
91,Janusz Young,86969.65000000001
40,Renate Yoshida,86969.65000000001
89,Winai Njoroge,86969.65000000001
147,Li Hughes,86969.65000000001
70,Karolina Edwards,86969.65000000001
94,Karl-Heinz Nikolaev,86969.65000000001
139,Nonhlanhla Dijkstra,86969.65000000001
145,Urai Andreev,86969.65000000001
65,Fumiko De-Groot,86969.65000000001
16,Aleksandr Wairimu,86969.65000000001
1,Esther Chided,86969.65000000001
1,Esther Chided,86969.65000000001
72,Mary Thompson,86969.65000000001
26,Uriy Rowlands,86969.65000000001
138,Andrey Pfeiffer,86969.65000000001
33,Lijun Kumar,86969.65000000001
9,Francisca Wen,86969.65000000001
77,Sarah Kowalczyk,86969.65000000001
116,Johan Sitwat,86969.65000000001
58,Justyna Nikolaev,86969.65000000001
135,Pilar Jansen,86969.65000000001
101,Yahaya Su,86969.65000000001
91,Janusz Young,86969.65000000001
139,Nonhlanhla Dijkstra,86961.28
55,Johanna Begum,86961.28
62,Xiaoyan Suzuki,86961.28
8,Lakshmi Wright,86961.28
21,Hisako Iglesias,86961.28
31,Christa Yuan,86961.28
126,Ana Roberts,86961.28
115,Jose Das,86961.28
40,Renate Yoshida,86961.28
144,Pablo Zoabi,86961.28
17,Somphong Kowalczyk,86961.28
42,Lukasz Ikeda,86961.28
128,Lyubov Molina,86961.28
125,Jianguo Cruz,86961.28
76,Lilian Mondal,86961.28
134,Yhudiyt Williams,86961.28
150,Asha Ngubane,86961.28
144,Pablo Zoabi,86961.28
23,Anton Buthelezi,86961.28
92,Karen Ali,86961.28
74,Joyce Mahato,86961.28
129,Mali Blom,86961.28
97,Min Molefe,86961.28
22,Isabel Sakamoto,86961.28
30,Ravi Rani,86961.28
117,Pushpa Lawal,86961.28
80,Karolina Mondal,86767
87,Kjartan Mwangi,86767
125,Jianguo Cruz,86767
142,Hong Barasa,86767
52,Natalya Sah,86767
31,Christa Yuan,86767
77,Sarah Kowalczyk,86767
132,Radha Collins,86767
64,Ming Gil,86767
104,Chan Sasaki,86767
22,Isabel Sakamoto,86767
124,Alyona Yahaya,86767
58,Justyna Nikolaev,86767
112,Tatyana Van-Beek,86767
102,Nancy Shevchenko,86767
129,Mali Blom,86767
95,Yael Smee,86494.5
63,Sombun Schmid,86494.5
119,Lan Hoekstra,86494.5
76,Lilian Mondal,86494.5
36,Lihua Kamau,86494.5
17,Somphong Kowalczyk,86494.5
14,Rajendra Tian,86494.5
24,Horst Moreno,86494.5
40,Renate Yoshida,86494.5
111,Martha Vasilev,86494.5
3,Frank Mahagna,86494.5
63,Sombun Schmid,86494.5
10,Alan Allen,86494.5
118,Muhammed Molefe,86494.5
69,Richard Sanchez,86494.5
43,Keiko Bala,86494.5
5,Joyce Baker,86494.5
112,Tatyana Van-Beek,86494.5
75,Tebogo Kim,86494.5
116,Johan Sitwat,86494.5
138,Andrey Pfeiffer,86494.5
93,Dieter Paswan,86494.5
14,Rajendra Tian,86494.5
9,Francisca Wen,86494.5
10,Alan Allen,86494.5
31,Christa Yuan,86494.5
52,Natalya Sah,86494.5
108,Jianguo Lehmann,86466.75
135,Pilar Jansen,86466.75
85,Suman Mbatha,86466.75
21,Hisako Iglesias,86466.75
21,Hisako Iglesias,86466.75
135,Pilar Jansen,86466.75
32,Watsana Smits,86466.75
48,Mahmood Li,86466.75
130,Marina Wojciechowski,86466.75
123,Victor Sulaiman,86466.75
36,Lihua Kamau,86466.75
9,Francisca Wen,86466.75
36,Lihua Kamau,86466.75
49,Rajesh Jimenez,86466.75
2,Wanphen Okada,86466.75
29,Jose-Manuel Pawlak,86466.75
129,Mali Blom,86466.75
33,Lijun Kumar,86466.75
39,Ping Reyes,86466.75
115,Jose Das,86466.75
59,Barbara Kimura,86466.75
50,Hadiza Schmidt,86466.75
125,Jianguo Cruz,86466.75
56,Fran Mthembu,86466.75
106,Somkhit Shemesh,86208.34
53,Susanne Vaknin,86208.34
26,Uriy Rowlands,86208.34
40,Renate Yoshida,86208.34
101,Yahaya Su,86208.34
136,Zandile Atieno,86208.34
50,Hadiza Schmidt,86208.34
1,Esther Chided,86208.34
74,Joyce Mahato,86208.34
113,Alexander Santos,86208.34
28,Marina Goto,86208.34
82,Hiroshi Morozova,86208.34
86,Rosa Sitwat,86208.34
96,Dariusz Vazquez,86208.34
47,Krzysztof Ishii,86208.34
46,Mitsuo Nel,86208.34
130,Marina Wojciechowski,86208.34
148,Meiyr Green,86208.34
66,Helmut Van-Beek,86208.34
4,Ragnar Haraldsson,86208.34
42,Lukasz Ikeda,86208.34
44,Adiy Lang,86208.34
97,Min Molefe,86208.34
47,Krzysztof Ishii,86208.34
130,Marina Wojciechowski,86208.34
146,Ping Onyango,86208.34
76,Lilian Mondal,86208.34
89,Winai Njoroge,86208.34
8,Lakshmi Wright,86073.92
147,Li Hughes,86073.92
149,Eunice Powell,86073.92
54,Jianjun Coetzee,86073.92
64,Ming Gil,86073.92
114,Esther Hassan,86073.92
94,Karl-Heinz Nikolaev,86073.92
78,Manuel Schmid,86073.92
131,Purity Sato,86073.92
20,Yael Hernandez,86073.92
140,David Venter,86073.92
141,Yhudiyt Kozlova,86073.92
8,Lakshmi Wright,86073.92
130,Marina Wojciechowski,86073.92
145,Urai Andreev,86073.92
61,Ester Ngobeni,86073.92
123,Victor Sulaiman,86073.92
48,Mahmood Li,86073.92
21,Hisako Iglesias,86073.92
69,Richard Sanchez,86054.18000000001
10,Alan Allen,86054.18000000001
72,Mary Thompson,86054.18000000001
143,Heinz Lis,86054.18000000001
33,Lijun Kumar,86054.18000000001
50,Hadiza Schmidt,86054.18000000001
102,Nancy Shevchenko,86054.18000000001
9,Francisca Wen,86054.18000000001
28,Marina Goto,86054.18000000001
102,Nancy Shevchenko,86054.18000000001
11,Irina Okon,86054.18000000001
66,Helmut Van-Beek,86054.18000000001
51,Rajendra Lal,86054.18000000001
14,Rajendra Tian,86054.18000000001
126,Ana Roberts,86054.18000000001
87,Kjartan Mwangi,86054.18000000001
7,Peng Omar,86054.18000000001
60,Abubakar Popov,86054.18000000001
24,Horst Moreno,85899.33
146,Ping Onyango,85899.33
78,Manuel Schmid,85899.33
52,Natalya Sah,85899.33
14,Rajendra Tian,85899.33
111,Martha Vasilev,85899.33
51,Rajendra Lal,85899.33
97,Min Molefe,85899.33
69,Richard Sanchez,85899.33
71,Xiaoyan Mishra,85899.33
98,Bjarni Fujita,85899.33
93,Dieter Paswan,85899.33
119,Lan Hoekstra,85899.33
106,Somkhit Shemesh,85899.33
53,Susanne Vaknin,85899.33
103,Irina Maluleke,85899.33
91,Janusz Young,85899.33
15,Hiromi Egorova,85899.33
60,Abubakar Popov,85899.33
16,Aleksandr Wairimu,85537
46,Mitsuo Nel,85537
97,Min Molefe,85537
134,Yhudiyt Williams,85537
82,Hiroshi Morozova,85537
15,Hiromi Egorova,85537
91,Janusz Young,85537
118,Muhammed Molefe,85537
3,Frank Mahagna,85537
90,Vijay Pietrzak,85537
83,Liping Suzuki,85537
88,Suphaphon Aminu,85537
44,Adiy Lang,85537
73,Joyce Chmielewski,85537
109,Sunday Richter,85537
111,Martha Vasilev,85537
6,Matt Fujii,85537
117,Pushpa Lawal,85537
121,Edda Davies,85537
102,Nancy Shevchenko,85537
51,Rajendra Lal,85537
37,Sunday Cano,85537
86,Rosa Sitwat,85537
92,Karen Ali,85533.45
101,Yahaya Su,85533.45
138,Andrey Pfeiffer,85533.45
63,Sombun Schmid,85533.45
38,Ling Dlamini,85533.45
127,Michal Makarov,85533.45
143,Heinz Lis,85533.45
43,Keiko Bala,85533.45
33,Lijun Kumar,85533.45
72,Mary Thompson,85533.45
145,Urai Andreev,85533.45
146,Ping Onyango,85533.45
81,Ngozi Qiu,85533.45
56,Fran Mthembu,85533.45
23,Anton Buthelezi,85533.45
125,Jianguo Cruz,85533.45
16,Aleksandr Wairimu,85533.45
141,Yhudiyt Kozlova,85291.23
24,Horst Moreno,85291.23
99,Mikhail Yakovleva,85291.23
72,Mary Thompson,85291.23
80,Karolina Mondal,85291.23
56,Fran Mthembu,85291.23
140,David Venter,85291.23
53,Susanne Vaknin,85291.23
32,Watsana Smits,85291.23
67,Karen Patil,85291.23
60,Abubakar Popov,85291.23
148,Meiyr Green,85291.23
149,Eunice Powell,85291.23
20,Yael Hernandez,85291.23
60,Abubakar Popov,85291.23
116,Johan Sitwat,85291.23
75,Tebogo Kim,85291.23
52,Natalya Sah,85291.23
76,Lilian Mondal,85291.23
26,Uriy Rowlands,85291.23
81,Ngozi Qiu,85291.23
62,Xiaoyan Suzuki,85291.23
96,Dariusz Vazquez,85291.23
88,Suphaphon Aminu,85291.23
148,Meiyr Green,85291.23
11,Irina Okon,85291.23
36,Lihua Kamau,85291.23
45,Andrzej Smoakley,85186.56
67,Karen Patil,85186.56
26,Uriy Rowlands,85186.56
8,Lakshmi Wright,85186.56
107,Asha Ostrowski,85186.56
142,Hong Barasa,85186.56
59,Barbara Kimura,85186.56
14,Rajendra Tian,85186.56
42,Lukasz Ikeda,85186.56
10,Alan Allen,85186.56
109,Sunday Richter,85186.56
114,Esther Hassan,85186.56
39,Ping Reyes,85186.56
143,Heinz Lis,85186.56
77,Sarah Kowalczyk,85138.71
63,Sombun Schmid,85138.71
37,Sunday Cano,85138.71
124,Alyona Yahaya,85138.71
115,Jose Das,85138.71
135,Pilar Jansen,85138.71
119,Lan Hoekstra,85138.71
49,Rajesh Jimenez,85138.71
22,Isabel Sakamoto,85138.71
126,Ana Roberts,85138.71
41,Qing Nakano,85138.71
143,Heinz Lis,85138.71
67,Karen Patil,85138.71
144,Pablo Zoabi,85138.71
68,Miykhal Novikov,85138.71
131,Purity Sato,85138.71
6,Matt Fujii,85138.71
125,Jianguo Cruz,85138.71
10,Alan Allen,85138.71
